name,gender,species,count
AALIYAH,F,dog,0
AALIYAH,F,human,1114
AALIYAH,M,dog,0
AALIYAH,M,human,0
AARON,F,dog,0
AARON,F,human,0
AARON,M,dog,6
AARON,M,human,0
AARYA,F,dog,0
AARYA,F,human,7
AARYA,M,dog,0
AARYA,M,human,0
ABBEY,F,dog,17
ABBEY,F,human,0
ABBEY,M,dog,0
ABBEY,M,human,0
ABBIE,F,dog,9
ABBIE,F,human,0
ABBIE,M,dog,0
ABBIE,M,human,0
ABBOTT,F,dog,0
ABBOTT,F,human,0
ABBOTT,M,dog,5
ABBOTT,M,human,0
ABBY,F,dog,107
ABBY,F,human,86
ABBY,M,dog,3
ABBY,M,human,0
ABE,F,dog,0
ABE,F,human,0
ABE,M,dog,7
ABE,M,human,0
ABIGAIL,F,dog,24
ABIGAIL,F,human,2471
ABIGAIL,M,dog,1
ABIGAIL,M,human,0
ABRAHAM,F,dog,0
ABRAHAM,F,human,0
ABRAHAM,M,dog,6
ABRAHAM,M,human,0
ABRIELLE,F,dog,0
ABRIELLE,F,human,5
ABRIELLE,M,dog,0
ABRIELLE,M,human,0
ACE,F,dog,0
ACE,F,human,0
ACE,M,dog,103
ACE,M,human,0
ACHILLES,F,dog,1
ACHILLES,F,human,0
ACHILLES,M,dog,28
ACHILLES,M,human,0
ADA,F,dog,7
ADA,F,human,94
ADA,M,dog,0
ADA,M,human,0
ADALYNN,F,dog,0
ADALYNN,F,human,6
ADALYNN,M,dog,0
ADALYNN,M,human,0
ADAM,F,dog,0
ADAM,F,human,0
ADAM,M,dog,8
ADAM,M,human,0
ADDIE,F,dog,14
ADDIE,F,human,0
ADDIE,M,dog,1
ADDIE,M,human,0
ADDISON,F,dog,9
ADDISON,F,human,163
ADDISON,M,dog,0
ADDISON,M,human,0
ADDY,F,dog,6
ADDY,F,human,0
ADDY,M,dog,0
ADDY,M,human,0
ADELAIDE,F,dog,10
ADELAIDE,F,human,32
ADELAIDE,M,dog,0
ADELAIDE,M,human,0
ADELE,F,dog,0
ADELE,F,human,99
ADELE,M,dog,0
ADELE,M,human,0
ADELINA,F,dog,0
ADELINA,F,human,5
ADELINA,M,dog,0
ADELINA,M,human,0
ADELINE,F,dog,5
ADELINE,F,human,25
ADELINE,M,dog,0
ADELINE,M,human,0
ADELYN,F,dog,0
ADELYN,F,human,6
ADELYN,M,dog,0
ADELYN,M,human,0
ADINA,F,dog,0
ADINA,F,human,148
ADINA,M,dog,0
ADINA,M,human,0
ADONIS,F,dog,0
ADONIS,F,human,0
ADONIS,M,dog,5
ADONIS,M,human,0
ADRIANA,F,dog,0
ADRIANA,F,human,793
ADRIANA,M,dog,0
ADRIANA,M,human,0
ADRIANNA,F,dog,0
ADRIANNA,F,human,365
ADRIANNA,M,dog,0
ADRIANNA,M,human,0
AGENT,F,dog,2
AGENT,F,human,0
AGENT,M,dog,4
AGENT,M,human,0
AGGIE,F,dog,12
AGGIE,F,human,0
AGGIE,M,dog,0
AGGIE,M,human,0
AGNES,F,dog,16
AGNES,F,human,10
AGNES,M,dog,0
AGNES,M,human,0
AHUVA,F,dog,0
AHUVA,F,human,94
AHUVA,M,dog,0
AHUVA,M,human,0
AICHA,F,dog,0
AICHA,F,human,31
AICHA,M,dog,0
AICHA,M,human,0
AIDA,F,dog,0
AIDA,F,human,5
AIDA,M,dog,0
AIDA,M,human,0
AIDEL,F,dog,0
AIDEL,F,human,6
AIDEL,M,dog,0
AIDEL,M,human,0
AIDEN,F,dog,0
AIDEN,F,human,0
AIDEN,M,dog,5
AIDEN,M,human,0
AIKO,F,dog,3
AIKO,F,human,0
AIKO,M,dog,2
AIKO,M,human,0
AILEEN,F,dog,0
AILEEN,F,human,68
AILEEN,M,dog,0
AILEEN,M,human,0
AIMEE,F,dog,0
AIMEE,F,human,10
AIMEE,M,dog,0
AIMEE,M,human,0
AISHA,F,dog,0
AISHA,F,human,308
AISHA,M,dog,0
AISHA,M,human,0
AISSATOU,F,dog,0
AISSATOU,F,human,18
AISSATOU,M,dog,0
AISSATOU,M,human,0
AIZA,F,dog,0
AIZA,F,human,16
AIZA,M,dog,0
AIZA,M,human,0
AJ,F,dog,2
AJ,F,human,0
AJ,M,dog,21
AJ,M,human,0
AJAX,F,dog,0
AJAX,F,human,0
AJAX,M,dog,13
AJAX,M,human,0
AKIRA,F,dog,7
AKIRA,F,human,0
AKIRA,M,dog,1
AKIRA,M,human,0
ALABAMA,F,dog,6
ALABAMA,F,human,0
ALABAMA,M,dog,0
ALABAMA,M,human,0
ALAIA,F,dog,0
ALAIA,F,human,56
ALAIA,M,dog,0
ALAIA,M,human,0
ALAINA,F,dog,0
ALAINA,F,human,14
ALAINA,M,dog,0
ALAINA,M,human,0
ALANA,F,dog,0
ALANA,F,human,392
ALANA,M,dog,0
ALANA,M,human,0
ALANI,F,dog,0
ALANI,F,human,32
ALANI,M,dog,0
ALANI,M,human,0
ALANIS,F,dog,0
ALANIS,F,human,20
ALANIS,M,dog,0
ALANIS,M,human,0
ALANNA,F,dog,0
ALANNA,F,human,6
ALANNA,M,dog,0
ALANNA,M,human,0
ALAYNA,F,dog,0
ALAYNA,F,human,5
ALAYNA,M,dog,0
ALAYNA,M,human,0
ALAYSIA,F,dog,0
ALAYSIA,F,human,5
ALAYSIA,M,dog,0
ALAYSIA,M,human,0
ALBERT,F,dog,0
ALBERT,F,human,0
ALBERT,M,dog,14
ALBERT,M,human,0
ALBIE,F,dog,0
ALBIE,F,human,0
ALBIE,M,dog,10
ALBIE,M,human,0
ALDO,F,dog,0
ALDO,F,human,0
ALDO,M,dog,5
ALDO,M,human,0
ALEAH,F,dog,0
ALEAH,F,human,10
ALEAH,M,dog,0
ALEAH,M,human,0
ALEENA,F,dog,0
ALEENA,F,human,85
ALEENA,M,dog,0
ALEENA,M,human,0
ALEJANDRA,F,dog,0
ALEJANDRA,F,human,36
ALEJANDRA,M,dog,0
ALEJANDRA,M,human,0
ALESSANDRA,F,dog,0
ALESSANDRA,F,human,92
ALESSANDRA,M,dog,0
ALESSANDRA,M,human,0
ALESSIA,F,dog,0
ALESSIA,F,human,11
ALESSIA,M,dog,0
ALESSIA,M,human,0
ALEX,F,dog,3
ALEX,F,human,0
ALEX,M,dog,31
ALEX,M,human,0
ALEXA,F,dog,0
ALEXA,F,human,1163
ALEXA,M,dog,0
ALEXA,M,human,0
ALEXANDER,F,dog,0
ALEXANDER,F,human,0
ALEXANDER,M,dog,13
ALEXANDER,M,human,0
ALEXANDRA,F,dog,0
ALEXANDRA,F,human,1381
ALEXANDRA,M,dog,0
ALEXANDRA,M,human,0
ALEXANDRIA,F,dog,0
ALEXANDRIA,F,human,31
ALEXANDRIA,M,dog,0
ALEXANDRIA,M,human,0
ALEXIA,F,dog,0
ALEXIA,F,human,78
ALEXIA,M,dog,0
ALEXIA,M,human,0
ALEXIS,F,dog,0
ALEXIS,F,human,551
ALEXIS,M,dog,0
ALEXIS,M,human,485
ALFIE,F,dog,0
ALFIE,F,human,0
ALFIE,M,dog,32
ALFIE,M,human,0
ALFRED,F,dog,0
ALFRED,F,human,0
ALFRED,M,dog,7
ALFRED,M,human,0
ALI,F,dog,8
ALI,F,human,0
ALI,M,dog,3
ALI,M,human,0
ALIA,F,dog,0
ALIA,F,human,18
ALIA,M,dog,0
ALIA,M,human,0
ALICE,F,dog,25
ALICE,F,human,730
ALICE,M,dog,0
ALICE,M,human,0
ALICIA,F,dog,0
ALICIA,F,human,317
ALICIA,M,dog,0
ALICIA,M,human,0
ALINA,F,dog,0
ALINA,F,human,492
ALINA,M,dog,0
ALINA,M,human,0
ALISA,F,dog,0
ALISA,F,human,58
ALISA,M,dog,0
ALISA,M,human,0
ALISHA,F,dog,0
ALISHA,F,human,82
ALISHA,M,dog,0
ALISHA,M,human,0
ALISON,F,dog,0
ALISON,F,human,263
ALISON,M,dog,0
ALISON,M,human,0
ALISSA,F,dog,0
ALISSA,F,human,5
ALISSA,M,dog,0
ALISSA,M,human,0
ALISSON,F,dog,0
ALISSON,F,human,16
ALISSON,M,dog,0
ALISSON,M,human,0
ALIYAH,F,dog,0
ALIYAH,F,human,377
ALIYAH,M,dog,0
ALIYAH,M,human,0
ALIZA,F,dog,0
ALIZA,F,human,165
ALIZA,M,dog,0
ALIZA,M,human,0
ALLEGRA,F,dog,0
ALLEGRA,F,human,5
ALLEGRA,M,dog,0
ALLEGRA,M,human,0
ALLIE,F,dog,17
ALLIE,F,human,0
ALLIE,M,dog,0
ALLIE,M,human,0
ALLISON,F,dog,0
ALLISON,F,human,1081
ALLISON,M,dog,0
ALLISON,M,human,0
ALLISSON,F,dog,0
ALLISSON,F,human,22
ALLISSON,M,dog,0
ALLISSON,M,human,0
ALLY,F,dog,11
ALLY,F,human,5
ALLY,M,dog,0
ALLY,M,human,0
ALLYSON,F,dog,0
ALLYSON,F,human,32
ALLYSON,M,dog,0
ALLYSON,M,human,0
ALMA,F,dog,8
ALMA,F,human,50
ALMA,M,dog,0
ALMA,M,human,0
ALONDRA,F,dog,0
ALONDRA,F,human,5
ALONDRA,M,dog,0
ALONDRA,M,human,0
ALPHA,F,dog,1
ALPHA,F,human,0
ALPHA,M,dog,6
ALPHA,M,human,0
ALVIN,F,dog,1
ALVIN,F,human,0
ALVIN,M,dog,13
ALVIN,M,human,0
ALYSON,F,dog,0
ALYSON,F,human,5
ALYSON,M,dog,0
ALYSON,M,human,0
ALYSSA,F,dog,0
ALYSSA,F,human,1409
ALYSSA,M,dog,0
ALYSSA,M,human,0
AMALIA,F,dog,0
AMALIA,F,human,49
AMALIA,M,dog,0
AMALIA,M,human,0
AMANDA,F,dog,0
AMANDA,F,human,773
AMANDA,M,dog,0
AMANDA,M,human,0
AMANI,F,dog,0
AMANI,F,human,45
AMANI,M,dog,0
AMANI,M,human,0
AMARA,F,dog,0
AMARA,F,human,12
AMARA,M,dog,0
AMARA,M,human,0
AMARIS,F,dog,0
AMARIS,F,human,5
AMARIS,M,dog,0
AMARIS,M,human,0
AMAYA,F,dog,0
AMAYA,F,human,552
AMAYA,M,dog,0
AMAYA,M,human,0
AMAYAH,F,dog,0
AMAYAH,F,human,6
AMAYAH,M,dog,0
AMAYAH,M,human,0
AMBER,F,dog,44
AMBER,F,human,497
AMBER,M,dog,0
AMBER,M,human,0
AMEERA,F,dog,0
AMEERA,F,human,11
AMEERA,M,dog,0
AMEERA,M,human,0
AMEERAH,F,dog,0
AMEERAH,F,human,5
AMEERAH,M,dog,0
AMEERAH,M,human,0
AMELIA,F,dog,12
AMELIA,F,human,1271
AMELIA,M,dog,0
AMELIA,M,human,0
AMELIE,F,dog,0
AMELIE,F,human,31
AMELIE,M,dog,0
AMELIE,M,human,0
AMIA,F,dog,0
AMIA,F,human,23
AMIA,M,dog,0
AMIA,M,human,0
AMIGO,F,dog,0
AMIGO,F,human,0
AMIGO,M,dog,5
AMIGO,M,human,0
AMINA,F,dog,0
AMINA,F,human,303
AMINA,M,dog,0
AMINA,M,human,0
AMINAH,F,dog,0
AMINAH,F,human,5
AMINAH,M,dog,0
AMINAH,M,human,0
AMINATA,F,dog,0
AMINATA,F,human,151
AMINATA,M,dog,0
AMINATA,M,human,0
AMIRA,F,dog,0
AMIRA,F,human,228
AMIRA,M,dog,0
AMIRA,M,human,0
AMIRAH,F,dog,0
AMIRAH,F,human,70
AMIRAH,M,dog,0
AMIRAH,M,human,0
AMIYA,F,dog,0
AMIYA,F,human,22
AMIYA,M,dog,0
AMIYA,M,human,0
AMIYAH,F,dog,0
AMIYAH,F,human,126
AMIYAH,M,dog,0
AMIYAH,M,human,0
AMORA,F,dog,6
AMORA,F,human,0
AMORA,M,dog,0
AMORA,M,human,0
AMY,F,dog,27
AMY,F,human,1028
AMY,M,dog,0
AMY,M,human,0
AMYA,F,dog,0
AMYA,F,human,10
AMYA,M,dog,0
AMYA,M,human,0
ANA,F,dog,0
ANA,F,human,296
ANA,M,dog,0
ANA,M,human,0
ANABEL,F,dog,0
ANABEL,F,human,5
ANABEL,M,dog,0
ANABEL,M,human,0
ANABELLA,F,dog,0
ANABELLA,F,human,6
ANABELLA,M,dog,0
ANABELLA,M,human,0
ANABELLE,F,dog,0
ANABELLE,F,human,17
ANABELLE,M,dog,0
ANABELLE,M,human,0
ANABIA,F,dog,0
ANABIA,F,human,5
ANABIA,M,dog,0
ANABIA,M,human,0
ANAIS,F,dog,0
ANAIS,F,human,20
ANAIS,M,dog,0
ANAIS,M,human,0
ANALIA,F,dog,0
ANALIA,F,human,40
ANALIA,M,dog,0
ANALIA,M,human,0
ANASTASIA,F,dog,8
ANASTASIA,F,human,251
ANASTASIA,M,dog,0
ANASTASIA,M,human,0
ANAYA,F,dog,0
ANAYA,F,human,250
ANAYA,M,dog,0
ANAYA,M,human,0
ANAYAH,F,dog,0
ANAYAH,F,human,18
ANAYAH,M,dog,0
ANAYAH,M,human,0
ANDREA,F,dog,0
ANDREA,F,human,592
ANDREA,M,dog,0
ANDREA,M,human,0
ANDREW,F,dog,1
ANDREW,F,human,0
ANDREW,M,dog,4
ANDREW,M,human,0
ANDY,F,dog,3
ANDY,F,human,0
ANDY,M,dog,34
ANDY,M,human,0
ANGEL,F,dog,73
ANGEL,F,human,196
ANGEL,M,dog,32
ANGEL,M,human,2485
ANGELA,F,dog,5
ANGELA,F,human,697
ANGELA,M,dog,0
ANGELA,M,human,0
ANGELICA,F,dog,0
ANGELICA,F,human,284
ANGELICA,M,dog,0
ANGELICA,M,human,0
ANGELINA,F,dog,6
ANGELINA,F,human,1531
ANGELINA,M,dog,0
ANGELINA,M,human,0
ANGELINE,F,dog,0
ANGELINE,F,human,12
ANGELINE,M,dog,0
ANGELINE,M,human,0
ANGELIQUE,F,dog,0
ANGELIQUE,F,human,88
ANGELIQUE,M,dog,0
ANGELIQUE,M,human,0
ANGELO,F,dog,0
ANGELO,F,human,0
ANGELO,M,dog,8
ANGELO,M,human,0
ANGIE,F,dog,23
ANGIE,F,human,209
ANGIE,M,dog,1
ANGIE,M,human,0
ANGUS,F,dog,0
ANGUS,F,human,0
ANGUS,M,dog,15
ANGUS,M,human,0
ANI,F,dog,5
ANI,F,human,0
ANI,M,dog,0
ANI,M,human,0
ANIKA,F,dog,0
ANIKA,F,human,27
ANIKA,M,dog,0
ANIKA,M,human,0
ANISA,F,dog,0
ANISA,F,human,52
ANISA,M,dog,0
ANISA,M,human,0
ANITA,F,dog,0
ANITA,F,human,11
ANITA,M,dog,0
ANITA,M,human,0
ANIYA,F,dog,0
ANIYA,F,human,118
ANIYA,M,dog,0
ANIYA,M,human,0
ANIYAH,F,dog,0
ANIYAH,F,human,326
ANIYAH,M,dog,0
ANIYAH,M,human,0
ANJALI,F,dog,0
ANJALI,F,human,36
ANJALI,M,dog,0
ANJALI,M,human,0
ANNA,F,dog,13
ANNA,F,human,1207
ANNA,M,dog,0
ANNA,M,human,0
ANNABEL,F,dog,0
ANNABEL,F,human,63
ANNABEL,M,dog,0
ANNABEL,M,human,0
ANNABELLA,F,dog,5
ANNABELLA,F,human,26
ANNABELLA,M,dog,0
ANNABELLA,M,human,0
ANNABELLE,F,dog,18
ANNABELLE,F,human,300
ANNABELLE,M,dog,0
ANNABELLE,M,human,0
ANNALISE,F,dog,0
ANNALISE,F,human,11
ANNALISE,M,dog,0
ANNALISE,M,human,0
ANNE,F,dog,0
ANNE,F,human,35
ANNE,M,dog,0
ANNE,M,human,0
ANNIE,F,dog,53
ANNIE,F,human,188
ANNIE,M,dog,0
ANNIE,M,human,0
ANNIKA,F,dog,0
ANNIKA,F,human,5
ANNIKA,M,dog,0
ANNIKA,M,human,0
ANTHONY,F,dog,0
ANTHONY,F,human,0
ANTHONY,M,dog,10
ANTHONY,M,human,0
ANTONELLA,F,dog,0
ANTONELLA,F,human,22
ANTONELLA,M,dog,0
ANTONELLA,M,human,0
ANTONIA,F,dog,0
ANTONIA,F,human,11
ANTONIA,M,dog,0
ANTONIA,M,human,0
ANUBIS,F,dog,3
ANUBIS,F,human,0
ANUBIS,M,dog,5
ANUBIS,M,human,0
ANYA,F,dog,6
ANYA,F,human,70
ANYA,M,dog,0
ANYA,M,human,0
APACHE,F,dog,2
APACHE,F,human,0
APACHE,M,dog,6
APACHE,M,human,0
APOLLO,F,dog,0
APOLLO,F,human,0
APOLLO,M,dog,79
APOLLO,M,human,0
APPA,F,dog,1
APPA,F,human,0
APPA,M,dog,5
APPA,M,human,0
APPLE,F,dog,16
APPLE,F,human,0
APPLE,M,dog,3
APPLE,M,human,0
APRIL,F,dog,35
APRIL,F,human,49
APRIL,M,dog,0
APRIL,M,human,0
ARABELLA,F,dog,5
ARABELLA,F,human,30
ARABELLA,M,dog,0
ARABELLA,M,human,0
ARCHER,F,dog,2
ARCHER,F,human,0
ARCHER,M,dog,16
ARCHER,M,human,0
ARCHIE,F,dog,3
ARCHIE,F,human,0
ARCHIE,M,dog,68
ARCHIE,M,human,0
ARDEN,F,dog,0
ARDEN,F,human,5
ARDEN,M,dog,0
ARDEN,M,human,0
ARELY,F,dog,0
ARELY,F,human,5
ARELY,M,dog,0
ARELY,M,human,0
ARES,F,dog,0
ARES,F,human,0
ARES,M,dog,16
ARES,M,human,0
ARGOS,F,dog,1
ARGOS,F,human,0
ARGOS,M,dog,8
ARGOS,M,human,0
ARI,F,dog,7
ARI,F,human,0
ARI,M,dog,12
ARI,M,human,0
ARIA,F,dog,8
ARIA,F,human,403
ARIA,M,dog,0
ARIA,M,human,0
ARIAH,F,dog,0
ARIAH,F,human,12
ARIAH,M,dog,0
ARIAH,M,human,0
ARIANA,F,dog,0
ARIANA,F,human,1312
ARIANA,M,dog,0
ARIANA,M,human,0
ARIANE,F,dog,0
ARIANE,F,human,5
ARIANE,M,dog,0
ARIANE,M,human,0
ARIANNA,F,dog,0
ARIANNA,F,human,1556
ARIANNA,M,dog,0
ARIANNA,M,human,0
ARIEL,F,dog,20
ARIEL,F,human,512
ARIEL,M,dog,2
ARIEL,M,human,406
ARIELA,F,dog,0
ARIELA,F,human,13
ARIELA,M,dog,0
ARIELA,M,human,0
ARIELLA,F,dog,0
ARIELLA,F,human,306
ARIELLA,M,dog,0
ARIELLA,M,human,0
ARIELLE,F,dog,0
ARIELLE,F,human,272
ARIELLE,M,dog,0
ARIELLE,M,human,0
ARIES,F,dog,4
ARIES,F,human,0
ARIES,M,dog,9
ARIES,M,human,0
ARISHA,F,dog,0
ARISHA,F,human,6
ARISHA,M,dog,0
ARISHA,M,human,0
ARLO,F,dog,0
ARLO,F,human,0
ARLO,M,dog,17
ARLO,M,human,0
ARMANI,F,dog,0
ARMANI,F,human,0
ARMANI,M,dog,8
ARMANI,M,human,0
ARNOLD,F,dog,0
ARNOLD,F,human,0
ARNOLD,M,dog,5
ARNOLD,M,human,0
ARROW,F,dog,4
ARROW,F,human,0
ARROW,M,dog,5
ARROW,M,human,0
ARTEMIS,F,dog,9
ARTEMIS,F,human,0
ARTEMIS,M,dog,3
ARTEMIS,M,human,0
ARTHUR,F,dog,0
ARTHUR,F,human,0
ARTHUR,M,dog,15
ARTHUR,M,human,0
ARTIE,F,dog,0
ARTIE,F,human,0
ARTIE,M,dog,5
ARTIE,M,human,0
ARYA,F,dog,14
ARYA,F,human,119
ARYA,M,dog,0
ARYA,M,human,0
ARYANA,F,dog,0
ARYANA,F,human,5
ARYANA,M,dog,0
ARYANA,M,human,0
ARYANNA,F,dog,0
ARYANNA,F,human,16
ARYANNA,M,dog,0
ARYANNA,M,human,0
ASH,F,dog,0
ASH,F,human,0
ASH,M,dog,13
ASH,M,human,0
ASHANTI,F,dog,0
ASHANTI,F,human,10
ASHANTI,M,dog,0
ASHANTI,M,human,0
ASHER,F,dog,0
ASHER,F,human,0
ASHER,M,dog,7
ASHER,M,human,0
ASHLEE,F,dog,0
ASHLEE,F,human,22
ASHLEE,M,dog,0
ASHLEE,M,human,0
ASHLEY,F,dog,17
ASHLEY,F,human,2529
ASHLEY,M,dog,2
ASHLEY,M,human,0
ASIA,F,dog,13
ASIA,F,human,0
ASIA,M,dog,0
ASIA,M,human,0
ASPEN,F,dog,6
ASPEN,F,human,0
ASPEN,M,dog,12
ASPEN,M,human,0
ASTA,F,dog,7
ASTA,F,human,0
ASTA,M,dog,1
ASTA,M,human,0
ASTOR,F,dog,2
ASTOR,F,human,0
ASTOR,M,dog,5
ASTOR,M,human,0
ASTRID,F,dog,5
ASTRID,F,human,10
ASTRID,M,dog,0
ASTRID,M,human,0
ASTRO,F,dog,1
ASTRO,F,human,0
ASTRO,M,dog,28
ASTRO,M,human,0
ATARA,F,dog,0
ATARA,F,human,12
ATARA,M,dog,0
ATARA,M,human,0
ATHENA,F,dog,48
ATHENA,F,human,212
ATHENA,M,dog,0
ATHENA,M,human,0
ATLAS,F,dog,3
ATLAS,F,human,0
ATLAS,M,dog,9
ATLAS,M,human,0
ATTICUS,F,dog,0
ATTICUS,F,human,0
ATTICUS,M,dog,26
ATTICUS,M,human,0
AUBREE,F,dog,0
AUBREE,F,human,43
AUBREE,M,dog,0
AUBREE,M,human,0
AUBREY,F,dog,0
AUBREY,F,human,358
AUBREY,M,dog,0
AUBREY,M,human,0
AUDREY,F,dog,13
AUDREY,F,human,575
AUDREY,M,dog,0
AUDREY,M,human,0
AUGGIE,F,dog,3
AUGGIE,F,human,0
AUGGIE,M,dog,8
AUGGIE,M,human,0
AUGIE,F,dog,3
AUGIE,F,human,0
AUGIE,M,dog,16
AUGIE,M,human,0
AUGUST,F,dog,1
AUGUST,F,human,5
AUGUST,M,dog,11
AUGUST,M,human,208
AUGUSTUS,F,dog,1
AUGUSTUS,F,human,0
AUGUSTUS,M,dog,19
AUGUSTUS,M,human,0
AURORA,F,dog,15
AURORA,F,human,116
AURORA,M,dog,0
AURORA,M,human,0
AUSTIN,F,dog,0
AUSTIN,F,human,0
AUSTIN,M,dog,25
AUSTIN,M,human,0
AUTUMN,F,dog,12
AUTUMN,F,human,256
AUTUMN,M,dog,1
AUTUMN,M,human,0
AVA,F,dog,50
AVA,F,human,2663
AVA,M,dog,1
AVA,M,human,0
AVERY,F,dog,10
AVERY,F,human,651
AVERY,M,dog,9
AVERY,M,human,286
AVIGAIL,F,dog,0
AVIGAIL,F,human,24
AVIGAIL,M,dog,0
AVIGAIL,M,human,0
AVITAL,F,dog,0
AVITAL,F,human,18
AVITAL,M,dog,0
AVITAL,M,human,0
AVIVA,F,dog,0
AVIVA,F,human,29
AVIVA,M,dog,0
AVIVA,M,human,0
AVNEET,F,dog,0
AVNEET,F,human,6
AVNEET,M,dog,0
AVNEET,M,human,0
AVON,F,dog,0
AVON,F,human,0
AVON,M,dog,5
AVON,M,human,0
AWA,F,dog,0
AWA,F,human,5
AWA,M,dog,0
AWA,M,human,0
AXEL,F,dog,1
AXEL,F,human,0
AXEL,M,dog,28
AXEL,M,human,0
AYA,F,dog,0
AYA,F,human,17
AYA,M,dog,0
AYA,M,human,0
AYALA,F,dog,0
AYALA,F,human,6
AYALA,M,dog,0
AYALA,M,human,0
AYANA,F,dog,0
AYANA,F,human,14
AYANA,M,dog,0
AYANA,M,human,0
AYANNA,F,dog,0
AYANNA,F,human,17
AYANNA,M,dog,0
AYANNA,M,human,0
AYAT,F,dog,0
AYAT,F,human,6
AYAT,M,dog,0
AYAT,M,human,0
AYESHA,F,dog,0
AYESHA,F,human,48
AYESHA,M,dog,0
AYESHA,M,human,0
AYLA,F,dog,0
AYLA,F,human,35
AYLA,M,dog,0
AYLA,M,human,0
AYLEEN,F,dog,0
AYLEEN,F,human,5
AYLEEN,M,dog,0
AYLEEN,M,human,0
AYLIN,F,dog,0
AYLIN,F,human,71
AYLIN,M,dog,0
AYLIN,M,human,0
AZALEA,F,dog,0
AZALEA,F,human,5
AZALEA,M,dog,0
AZALEA,M,human,0
AZIZA,F,dog,0
AZIZA,F,human,10
AZIZA,M,dog,0
AZIZA,M,human,0